T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2011-2012

"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2011-2012",15,"CROCKETT COUNTY","CROCKETT COUNTY CONSOLIDATED CSD",053001,"TRADITIONAL ISD/CSD","Male",377
"2011-2012",06,"HOUSTON COUNTY","CROCKETT ISD",113901,"TRADITIONAL ISD/CSD","Female",639
"2011-2012",06,"HOUSTON COUNTY","CROCKETT ISD",113901,"TRADITIONAL ISD/CSD","Male",684
"2011-2012",04,"HARRIS COUNTY","CROSBY ISD",101906,"TRADITIONAL ISD/CSD","Female",2420
"2011-2012",04,"HARRIS COUNTY","CROSBY ISD",101906,"TRADITIONAL ISD/CSD","Male",2629
"2011-2012",17,"CROSBY COUNTY","CROSBYTON CISD",054901,"TRADITIONAL ISD/CSD","Female",211
"2011-2012",17,"CROSBY COUNTY","CROSBYTON CISD",054901,"TRADITIONAL ISD/CSD","Male",200
"2011-2012",14,"CALLAHAN COUNTY","CROSS PLAINS ISD",030901,"TRADITIONAL ISD/CSD","Female",182
"2011-2012",14,"CALLAHAN COUNTY","CROSS PLAINS ISD",030901,"TRADITIONAL ISD/CSD","Male",189
"2011-2012",07,"HENDERSON COUNTY","CROSS ROADS ISD",107904,"TRADITIONAL ISD/CSD","Female",285
"2011-2012",07,"HENDERSON COUNTY","CROSS ROADS ISD",107904,"TRADITIONAL ISD/CSD","Male",332
"2011-2012",11,"PARKER COUNTY","CROSSTIMBERS ACADEMY",184801,"OPEN ENROLLMENT CHARTER","Female",60
"2011-2012",11,"PARKER COUNTY","CROSSTIMBERS ACADEMY",184801,"OPEN ENROLLMENT CHARTER","Male",72
"2011-2012",09,"FOARD COUNTY","CROWELL ISD",078901,"TRADITIONAL ISD/CSD","Female",99
"2011-2012",09,"FOARD COUNTY","CROWELL ISD",078901,"TRADITIONAL ISD/CSD","Male",114
"2011-2012",11,"TARRANT COUNTY","CROWLEY ISD",220912,"TRADITIONAL ISD/CSD","Female",7286
"2011-2012",11,"TARRANT COUNTY","CROWLEY ISD",220912,"TRADITIONAL ISD/CSD","Male",7815
"2011-2012",20,"ZAVALA COUNTY","CRYSTAL CITY ISD",254901,"TRADITIONAL ISD/CSD","Female",1067
"2011-2012",20,"ZAVALA COUNTY","CRYSTAL CITY ISD",254901,"TRADITIONAL ISD/CSD","Male",1014
"2011-2012",03,"DEWITT COUNTY","CUERO ISD",062901,"TRADITIONAL ISD/CSD","Female",950
"2011-2012",03,"DEWITT COUNTY","CUERO ISD",062901,"TRADITIONAL ISD/CSD","Male",1035
"2011-2012",18,"CULBERSON COUNTY","CULBERSON COUNTY-ALLAMOORE ISD",055901,"TRADITIONAL ISD/CSD","Female",237
"2011-2012",18,"CULBERSON COUNTY","CULBERSON COUNTY-ALLAMOORE ISD",055901,"TRADITIONAL ISD/CSD","Male",226
"2011-2012",07,"SMITH COUNTY","CUMBERLAND ACADEMY",212801,"OPEN ENROLLMENT CHARTER","Female",223
"2011-2012",07,"SMITH COUNTY","CUMBERLAND ACADEMY",212801,"OPEN ENROLLMENT CHARTER","Male",217
"2011-2012",08,"HOPKINS COUNTY","CUMBY ISD",112905,"TRADITIONAL ISD/CSD","Female",195
"2011-2012",08,"HOPKINS COUNTY","CUMBY ISD",112905,"TRADITIONAL ISD/CSD","Male",205
"2011-2012",07,"NACOGDOCHES COUNTY","CUSHING ISD",174902,"TRADITIONAL ISD/CSD","Female",244
"2011-2012",07,"NACOGDOCHES COUNTY","CUSHING ISD",174902,"TRADITIONAL ISD/CSD","Male",259
"2011-2012",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"TRADITIONAL ISD/CSD","Female",52343
"2011-2012",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"TRADITIONAL ISD/CSD","Male",55617
"2011-2012",20,"MEDINA COUNTY","D'HANIS ISD",163902,"TRADITIONAL ISD/CSD","Female",151
"2011-2012",20,"MEDINA COUNTY","D'HANIS ISD",163902,"TRADITIONAL ISD/CSD","Male",166
"2011-2012",08,"MORRIS COUNTY","DAINGERFIELD-LONE STAR ISD",172902,"TRADITIONAL ISD/CSD","Female",564
"2011-2012",08,"MORRIS COUNTY","DAINGERFIELD-LONE STAR ISD",172902,"TRADITIONAL ISD/CSD","Male",641
"2011-2012",16,"DALLAM COUNTY","DALHART ISD",056901,"TRADITIONAL ISD/CSD","Female",895
"2011-2012",16,"DALLAM COUNTY","DALHART ISD",056901,"TRADITIONAL ISD/CSD","Male",906
"2011-2012",10,"DALLAS COUNTY","DALLAS CAN ACADEMY CHARTER",057804,"OPEN ENROLLMENT CHARTER","Female",994
"2011-2012",10,"DALLAS COUNTY","DALLAS CAN ACADEMY CHARTER",057804,"OPEN ENROLLMENT CHARTER","Male",1152
"2011-2012",10,"DALLAS COUNTY","DALLAS COMMUNITY CHARTER SCHOOL",057805,"OPEN ENROLLMENT CHARTER","Female",125
"2011-2012",10,"DALLAS COUNTY","DALLAS COMMUNITY CHARTER SCHOOL",057805,"OPEN ENROLLMENT CHARTER","Male",124
"2011-2012",10,"DALLAS COUNTY","DALLAS COUNTY JUVENILE JUSTICE",057814,"OPEN ENROLLMENT CHARTER","Female",83
"2011-2012",10,"DALLAS COUNTY","DALLAS COUNTY JUVENILE JUSTICE",057814,"OPEN ENROLLMENT CHARTER","Male",500
"2011-2012",10,"DALLAS COUNTY","DALLAS ISD",057905,"TRADITIONAL ISD/CSD","Female",77204
"2011-2012",10,"DALLAS COUNTY","DALLAS ISD",057905,"TRADITIONAL ISD/CSD","Male",80371
"2011-2012",04,"BRAZORIA COUNTY","DAMON ISD",020910,"TRADITIONAL ISD/CSD","Female",83
"2011-2012",04,"BRAZORIA COUNTY","DAMON ISD",020910,"TRADITIONAL ISD/CSD","Male",103
"2011-2012",04,"BRAZORIA COUNTY","DANBURY ISD",020904,"TRADITIONAL ISD/CSD","Female",357
"2011-2012",04,"BRAZORIA COUNTY","DANBURY ISD",020904,"TRADITIONAL ISD/CSD","Male",375
"2011-2012",16,"LIPSCOMB COUNTY","DARROUZETT ISD",148905,"TRADITIONAL ISD/CSD","Female",58
"2011-2012",16,"LIPSCOMB COUNTY","DARROUZETT ISD",148905,"TRADITIONAL ISD/CSD","Male",76
"2011-2012",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Female",213
"2011-2012",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Female",66
"2011-2012",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Male",238
"2011-2012",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Male",81
"2011-2012",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Female",2378
"2011-2012",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Male",2578
"2011-2012",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Female",328
"2011-2012",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Male",330
"2011-2012",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Female",1463
"2011-2012",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Male",1563
"2011-2012",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Female",6409
"2011-2012",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Male",6432
"2011-2012",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Female",406
"2011-2012",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Male",416
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Female",5501
"2011-2012",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Male",5698
"2011-2012",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Female",39
"2011-2012",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Male",34
"2011-2012",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Female",2124
"2011-2012",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Male",2274
"2011-2012",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Female",12155
"2011-2012",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Male",12690
"2011-2012",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Female",776
"2011-2012",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Male",811
"2011-2012",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Female",4355
"2011-2012",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Male",4617
"2011-2012",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Female",243
"2011-2012",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Male",249
"2011-2012",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Female",92
"2011-2012",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Male",86
"2011-2012",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Female",935
"2011-2012",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Male",1002
"2011-2012",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Female",72
"2011-2012",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Male",85
"2011-2012",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Female",301
"2011-2012",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Male",334
"2011-2012",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Female",937
"2011-2012",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Male",1045
"2011-2012",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Female",4554
"2011-2012",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Male",4814
"2011-2012",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Female",456
"2011-2012",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Male",527
"2011-2012",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Female",81
"2011-2012",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Male",107
"2011-2012",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Female",563
"2011-2012",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Male",612
"2011-2012",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Female",12
"2011-2012",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Male",-9999999
"2011-2012",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Female",158
"2011-2012",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Male",169
"2011-2012",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Female",7262
"2011-2012",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Male",7678
"2011-2012",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Female",10
"2011-2012",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Male",11
"2011-2012",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Female",170
"2011-2012",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Male",221
"2011-2012",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Female",105
"2011-2012",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Male",108
"2011-2012",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Female",221
"2011-2012",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Male",201
"2011-2012",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Female",2228
"2011-2012",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Male",2361
"2011-2012",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Female",158
"2011-2012",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Male",149
"2011-2012",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Female",634
"2011-2012",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Male",643
"2011-2012",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Female",2227
"2011-2012",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Male",2448
"2011-2012",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Female",6433
"2011-2012",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Male",6646
"2011-2012",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Female",8379
"2011-2012",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Male",8776
"2011-2012",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Female",7307
"2011-2012",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Male",7705
"2011-2012",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Female",3776
"2011-2012",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Male",4027
"2011-2012",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Female",591
"2011-2012",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Male",630
"2011-2012",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Female",477
"2011-2012",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Male",467
"2011-2012",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Female",4510
"2011-2012",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Male",4952
"2011-2012",04,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Female",627
"2011-2012",04,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Male",691
"2011-2012",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Female",178
"2011-2012",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Male",179
"2011-2012",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Female",91
"2011-2012",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Male",74
"2011-2012",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Female",525
"2011-2012",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Male",630
"2011-2012",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Female",13900
"2011-2012",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Male",14633
"2011-2012",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Female",131
"2011-2012",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Male",115
"2011-2012",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Female",2504
"2011-2012",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Male",2673
"2011-2012",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Female",118
"2011-2012",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Male",114
"2011-2012",13,"TRAVIS COUNTY","EDEN PARK ACADEMY",227803,"OPEN ENROLLMENT CHARTER","Female",120
"2011-2012",13,"TRAVIS COUNTY","EDEN PARK ACADEMY",227803,"OPEN ENROLLMENT CHARTER","Male",133
"2011-2012",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Female",446
"2011-2012",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Female",5795
"2011-2012",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Male",491
"2011-2012",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Male",6068
"2011-2012",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Female",16415
"2011-2012",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Male",16997
"2011-2012",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Female",692
"2011-2012",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Male",712
"2011-2012",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Female",123
"2011-2012",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Male",91
"2011-2012",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Female",122
"2011-2012",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Male",106
"2011-2012",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Female",1659
"2011-2012",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Male",1850
"2011-2012",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Female",205
"2011-2012",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Male",208
"2011-2012",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Female",31186
"2011-2012",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Male",33028
"2011-2012",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Female",210
"2011-2012",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Male",242
"2011-2012",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Female",2002
"2011-2012",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Male",2105
"2011-2012",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Female",606
"2011-2012",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Male",665
"2011-2012",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Female",503
"2011-2012",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Male",536
"2011-2012",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Female",2797
"2011-2012",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Male",3047
"2011-2012",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Female",227
"2011-2012",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Male",213
"2011-2012",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Female",66
"2011-2012",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Male",104
"2011-2012",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Female",74
"2011-2012",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Male",66
"2011-2012",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Female",183
"2011-2012",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Male",189
"2011-2012",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Female",695
"2011-2012",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Male",730
"2011-2012",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Female",215
"2011-2012",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Male",242
"2011-2012",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Female",134
"2011-2012",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Male",90
"2011-2012",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Female",2578
"2011-2012",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Male",2763
"2011-2012",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Female",217
"2011-2012",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Male",269
"2011-2012",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Female",51
"2011-2012",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Male",367
"2011-2012",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Female",56
"2011-2012",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Male",67
"2011-2012",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Female",37
"2011-2012",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Male",28
"2011-2012",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Female",1163
"2011-2012",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Male",1261
"2011-2012",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Female",861
"2011-2012",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Male",916
"2011-2012",10,"DALLAS COUNTY","FAITH FAMILY ACADEMY OF OAK CLIFF",057815,"OPEN ENROLLMENT CHARTER","Female",901
"2011-2012",10,"DALLAS COUNTY","FAITH FAMILY ACADEMY OF OAK CLIFF",057815,"OPEN ENROLLMENT CHARTER","Male",856
"2011-2012",03,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Female",181
"2011-2012",03,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Male",186
"2011-2012",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Female",87
"2011-2012",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Male",109
"2011-2012",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Female",726
"2011-2012",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Male",722
"2011-2012",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Female",261
"2011-2012",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Male",320
"2011-2012",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Female",106
"2011-2012",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Male",96
"2011-2012",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Female",1224
"2011-2012",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Male",1227
"2011-2012",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Female",289
"2011-2012",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Male",304
"2011-2012",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Female",462
"2011-2012",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Male",532
"2011-2012",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Female",1845
"2011-2012",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Male",1989
"2011-2012",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Female",2725
"2011-2012",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Male",2908
"2011-2012",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Female",385
"2011-2012",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Male",456
"2011-2012",10,"DALLAS COUNTY","FOCUS LEARNING ACADEMY",057817,"OPEN ENROLLMENT CHARTER","Female",450
"2011-2012",10,"DALLAS COUNTY","FOCUS LEARNING ACADEMY",057817,"OPEN ENROLLMENT CHARTER","Male",452
"2011-2012",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Female",80
"2011-2012",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Male",96
