T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2013-2014

"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2013-2014",16,"LIPSCOMB COUNTY","DARROUZETT ISD",148905,"TRADITIONAL ISD/CSD","Male",66
"2013-2014",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Female",225
"2013-2014",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Female",82
"2013-2014",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Male",231
"2013-2014",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Male",88
"2013-2014",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Female",2432
"2013-2014",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Male",2650
"2013-2014",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Female",328
"2013-2014",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Male",320
"2013-2014",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Female",1429
"2013-2014",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Male",1553
"2013-2014",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Female",6468
"2013-2014",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Male",6547
"2013-2014",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Female",413
"2013-2014",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Male",410
"2013-2014",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Female",5735
"2013-2014",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Male",5949
"2013-2014",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Female",34
"2013-2014",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Male",37
"2013-2014",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Female",2105
"2013-2014",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Male",2304
"2013-2014",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Female",12741
"2013-2014",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Male",13571
"2013-2014",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Female",857
"2013-2014",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Male",864
"2013-2014",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Female",4476
"2013-2014",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Male",4928
"2013-2014",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Female",250
"2013-2014",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Male",259
"2013-2014",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Female",84
"2013-2014",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Male",90
"2013-2014",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Female",966
"2013-2014",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Male",1024
"2013-2014",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Female",68
"2013-2014",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Male",77
"2013-2014",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Female",326
"2013-2014",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Male",352
"2013-2014",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Female",957
"2013-2014",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Male",1038
"2013-2014",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Female",4876
"2013-2014",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Male",5124
"2013-2014",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Female",466
"2013-2014",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Male",543
"2013-2014",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Female",84
"2013-2014",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Male",101
"2013-2014",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Female",611
"2013-2014",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Male",620
"2013-2014",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Female",9
"2013-2014",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Male",-9999999
"2013-2014",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Female",180
"2013-2014",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Male",179
"2013-2014",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Female",7468
"2013-2014",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Male",7908
"2013-2014",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Female",10
"2013-2014",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Male",9
"2013-2014",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Female",190
"2013-2014",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Male",239
"2013-2014",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Female",106
"2013-2014",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Male",105
"2013-2014",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Female",240
"2013-2014",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Male",218
"2013-2014",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Female",2462
"2013-2014",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Male",2645
"2013-2014",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Female",169
"2013-2014",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Male",143
"2013-2014",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Female",578
"2013-2014",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Male",604
"2013-2014",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Female",2226
"2013-2014",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Male",2376
"2013-2014",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Female",6403
"2013-2014",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Male",6701
"2013-2014",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Female",8878
"2013-2014",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Male",9319
"2013-2014",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Female",7311
"2013-2014",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Male",7806
"2013-2014",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Female",3834
"2013-2014",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Male",4171
"2013-2014",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Female",572
"2013-2014",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Male",597
"2013-2014",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Female",488
"2013-2014",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Male",471
"2013-2014",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Female",4675
"2013-2014",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Male",5033
"2013-2014",05,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Female",669
"2013-2014",05,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Male",741
"2013-2014",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Female",251
"2013-2014",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Male",281
"2013-2014",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Female",103
"2013-2014",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Male",70
"2013-2014",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Female",495
"2013-2014",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Male",586
"2013-2014",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Female",15039
"2013-2014",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Male",15818
"2013-2014",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Female",145
"2013-2014",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Male",124
"2013-2014",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Female",2502
"2013-2014",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Male",2695
"2013-2014",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Female",126
"2013-2014",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Male",109
"2013-2014",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Female",439
"2013-2014",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Female",5934
"2013-2014",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Male",489
"2013-2014",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Male",6129
"2013-2014",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Female",16702
"2013-2014",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Male",17402
"2013-2014",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Female",763
"2013-2014",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Male",811
"2013-2014",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Female",194
"2013-2014",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Male",168
"2013-2014",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Female",158
"2013-2014",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Male",116
"2013-2014",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Female",1741
"2013-2014",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Male",1852
"2013-2014",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Female",223
"2013-2014",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Male",213
"2013-2014",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Female",29857
"2013-2014",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Male",31763
"2013-2014",20,"BEXAR COUNTY","ELEANOR KOLITZ HEBREW LANGUAGE ACA",015836,"OPEN ENROLLMENT CHARTER","Female",100
"2013-2014",20,"BEXAR COUNTY","ELEANOR KOLITZ HEBREW LANGUAGE ACA",015836,"OPEN ENROLLMENT CHARTER","Male",97
"2013-2014",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Female",199
"2013-2014",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Male",241
"2013-2014",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Female",2068
"2013-2014",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Male",2120
"2013-2014",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Female",573
"2013-2014",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Male",636
"2013-2014",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Female",481
"2013-2014",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Male",548
"2013-2014",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Female",2742
"2013-2014",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Male",2961
"2013-2014",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Female",242
"2013-2014",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Male",208
"2013-2014",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Female",100
"2013-2014",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Male",112
"2013-2014",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Female",74
"2013-2014",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Male",77
"2013-2014",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Female",178
"2013-2014",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Male",167
"2013-2014",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Female",766
"2013-2014",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Male",702
"2013-2014",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Female",209
"2013-2014",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Male",263
"2013-2014",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Female",133
"2013-2014",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Male",110
"2013-2014",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Female",2732
"2013-2014",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Male",2783
"2013-2014",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Female",262
"2013-2014",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Male",284
"2013-2014",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Female",44
"2013-2014",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Male",385
"2013-2014",01,"HIDALGO COUNTY","EXCELLENCE IN LEADERSHIP ACADEMY",108809,"OPEN ENROLLMENT CHARTER","Female",69
"2013-2014",01,"HIDALGO COUNTY","EXCELLENCE IN LEADERSHIP ACADEMY",108809,"OPEN ENROLLMENT CHARTER","Male",64
"2013-2014",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Female",45
"2013-2014",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Male",50
"2013-2014",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Female",37
"2013-2014",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Male",30
"2013-2014",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Female",1113
"2013-2014",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Male",1242
"2013-2014",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Female",870
"2013-2014",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Male",893
"2013-2014",10,"DALLAS COUNTY","FAITH FAMILY ACADEMY OF OAK CLIFF",057815,"OPEN ENROLLMENT CHARTER","Female",1116
"2013-2014",10,"DALLAS COUNTY","FAITH FAMILY ACADEMY OF OAK CLIFF",057815,"OPEN ENROLLMENT CHARTER","Male",1066
"2013-2014",04,"HARRIS COUNTY","FALLBROOK COLLEGE PREPARATORY ACAD",101867,"OPEN ENROLLMENT CHARTER","Female",323
"2013-2014",04,"HARRIS COUNTY","FALLBROOK COLLEGE PREPARATORY ACAD",101867,"OPEN ENROLLMENT CHARTER","Male",319
"2013-2014",20,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Female",176
"2013-2014",20,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Male",183
"2013-2014",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Female",93
"2013-2014",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Male",107
"2013-2014",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Female",779
"2013-2014",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Male",751
"2013-2014",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Female",250
"2013-2014",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Male",293
"2013-2014",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Female",112
"2013-2014",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Male",99
"2013-2014",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Female",1239
"2013-2014",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Male",1234
"2013-2014",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Female",305
"2013-2014",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Male",312
"2013-2014",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Female",441
"2013-2014",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Male",540
"2013-2014",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Female",1839
"2013-2014",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Male",1977
"2013-2014",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Female",2773
"2013-2014",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Male",3008
"2013-2014",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Female",349
"2013-2014",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Male",398
"2013-2014",10,"DALLAS COUNTY","FOCUS LEARNING ACADEMY",057817,"OPEN ENROLLMENT CHARTER","Female",424
"2013-2014",10,"DALLAS COUNTY","FOCUS LEARNING ACADEMY",057817,"OPEN ENROLLMENT CHARTER","Male",464
"2013-2014",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Female",82
"2013-2014",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Male",97
"2013-2014",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"TRADITIONAL ISD/CSD","Female",104
"2013-2014",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"TRADITIONAL ISD/CSD","Male",81
"2013-2014",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"TRADITIONAL ISD/CSD","Female",4254
"2013-2014",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"TRADITIONAL ISD/CSD","Male",4394
"2013-2014",18,"HOWARD COUNTY","FORSAN ISD",114904,"TRADITIONAL ISD/CSD","Female",355
"2013-2014",18,"HOWARD COUNTY","FORSAN ISD",114904,"TRADITIONAL ISD/CSD","Male",354
"2013-2014",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"TRADITIONAL ISD/CSD","Female",34215
"2013-2014",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"TRADITIONAL ISD/CSD","Male",36716
"2013-2014",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"TRADITIONAL ISD/CSD","Female",75
"2013-2014",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"TRADITIONAL ISD/CSD","Male",72
"2013-2014",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"TRADITIONAL ISD/CSD","Female",1195
"2013-2014",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"TRADITIONAL ISD/CSD","Male",1230
"2013-2014",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"OPEN ENROLLMENT CHARTER","Female",366
"2013-2014",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"OPEN ENROLLMENT CHARTER","Male",157
"2013-2014",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"TRADITIONAL ISD/CSD","Female",41380
"2013-2014",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"TRADITIONAL ISD/CSD","Male",43208
"2013-2014",06,"ROBERTSON COUNTY","FRANKLIN ISD",198903,"TRADITIONAL ISD/CSD","Female",511
"2013-2014",06,"ROBERTSON COUNTY","FRANKLIN ISD",198903,"TRADITIONAL ISD/CSD","Male",581
"2013-2014",07,"ANDERSON COUNTY","FRANKSTON ISD",001904,"TRADITIONAL ISD/CSD","Female",362
"2013-2014",07,"ANDERSON COUNTY","FRANKSTON ISD",001904,"TRADITIONAL ISD/CSD","Male",400
"2013-2014",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"TRADITIONAL ISD/CSD","Female",1426
"2013-2014",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"TRADITIONAL ISD/CSD","Male",1522
"2013-2014",02,"DUVAL COUNTY","FREER ISD",066903,"TRADITIONAL ISD/CSD","Female",424
"2013-2014",02,"DUVAL COUNTY","FREER ISD",066903,"TRADITIONAL ISD/CSD","Male",410
"2013-2014",17,"LUBBOCK COUNTY","FRENSHIP ISD",152907,"TRADITIONAL ISD/CSD","Female",4051
"2013-2014",17,"LUBBOCK COUNTY","FRENSHIP ISD",152907,"TRADITIONAL ISD/CSD","Male",4329
"2013-2014",04,"GALVESTON COUNTY","FRIENDSWOOD ISD",084911,"TRADITIONAL ISD/CSD","Female",2970
"2013-2014",04,"GALVESTON COUNTY","FRIENDSWOOD ISD",084911,"TRADITIONAL ISD/CSD","Male",3101
"2013-2014",16,"PARMER COUNTY","FRIONA ISD",185903,"TRADITIONAL ISD/CSD","Female",586
"2013-2014",16,"PARMER COUNTY","FRIONA ISD",185903,"TRADITIONAL ISD/CSD","Male",585
"2013-2014",10,"COLLIN COUNTY","FRISCO ISD",043905,"TRADITIONAL ISD/CSD","Female",22496
"2013-2014",10,"COLLIN COUNTY","FRISCO ISD",043905,"TRADITIONAL ISD/CSD","Male",23557
"2013-2014",12,"NAVARRO COUNTY","FROST ISD",175905,"TRADITIONAL ISD/CSD","Female",191
"2013-2014",12,"NAVARRO COUNTY","FROST ISD",175905,"TRADITIONAL ISD/CSD","Male",236
"2013-2014",07,"VAN ZANDT COUNTY","FRUITVALE ISD",234909,"TRADITIONAL ISD/CSD","Female",208
"2013-2014",07,"VAN ZANDT COUNTY","FRUITVALE ISD",234909,"TRADITIONAL ISD/CSD","Male",197
"2013-2014",18,"JEFF DAVIS COUNTY","FT DAVIS ISD",122901,"TRADITIONAL ISD/CSD","Female",118
"2013-2014",18,"JEFF DAVIS COUNTY","FT DAVIS ISD",122901,"TRADITIONAL ISD/CSD","Male",121
"2013-2014",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"TRADITIONAL ISD/CSD","Female",228
"2013-2014",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"TRADITIONAL ISD/CSD","Male",250
"2013-2014",20,"BEXAR COUNTY","FT SAM HOUSTON ISD",015914,"TRADITIONAL ISD/CSD","Female",770
"2013-2014",20,"BEXAR COUNTY","FT SAM HOUSTON ISD",015914,"TRADITIONAL ISD/CSD","Male",777
"2013-2014",11,"COOKE COUNTY","GAINESVILLE ISD",049901,"TRADITIONAL ISD/CSD","Female",1346
"2013-2014",11,"COOKE COUNTY","GAINESVILLE ISD",049901,"TRADITIONAL ISD/CSD","Male",1482
"2013-2014",04,"HARRIS COUNTY","GALENA PARK ISD",101910,"TRADITIONAL ISD/CSD","Female",10928
"2013-2014",04,"HARRIS COUNTY","GALENA PARK ISD",101910,"TRADITIONAL ISD/CSD","Male",11644
"2013-2014",04,"GALVESTON COUNTY","GALVESTON ISD",084902,"TRADITIONAL ISD/CSD","Female",3302
